Date,AAPL,ABBV,BA,BAC,CAT,CVX,GOOGL,GS,HD,JNJ,JPM,MCD,MSFT,NKE,NVDA,PFE,UNH,V,WMT,XOM
2015-01-02,24.21488380432129,41.75547409057617,113.6572036743164,14.203642845153809,69.15856170654297,70.20954132080078,26.278942108154297,156.37380981445312,79.90187072753906,76.95555114746094,46.51113510131836,70.67047119140625,39.858455657958984,41.38151168823242,0.48301148414611816,18.381010055541992,84.48045349121094,61.21474838256836,23.219234466552734,57.533416748046875
2015-01-05,23.5327205657959,40.96966552734375,112.87005615234375,13.791023254394531,65.5079345703125,67.40316772460938,25.778228759765625,151.49147033691406,78.22552490234375,76.41809844970703,45.067195892333984,69.88993072509766,39.491920471191406,40.71525573730469,0.4748532176017761,18.281272888183594,83.08895874023438,59.86351013183594,23.151653289794922,55.95920944213867
2015-01-06,23.534931182861328,40.76688003540039,111.5406265258789,13.378403663635254,65.08641052246094,67.37199401855469,25.14203453063965,148.4268341064453,77.98605346679688,76.04259490966797,43.89865493774414,70.0187759399414,38.912288665771484,40.475746154785156,0.4604564905166626,18.43382453918457,82.92134094238281,59.477760314941406,23.33005714416504,55.661712646484375
2015-01-07,23.86495018005371,42.41455078125,113.27239227294922,13.44188404083252,66.09504699707031,67.31584930419922,25.06809425354004,150.6387939453125,80.65898895263672,77.72127532958984,43.965641021728516,71.2387924194336,39.406681060791016,41.31183624267578,0.45925670862197876,18.686092376708984,83.76795959472656,60.27465057373047,23.949060440063477,56.225711822509766
2015-01-08,24.78188705444336,42.85813522338867,115.2752685546875,13.719610214233398,66.77250671386719,68.85624694824219,25.155431747436523,153.04380798339844,82.44351196289062,78.33236694335938,44.94810485839844,71.50403594970703,40.56594467163086,42.265480041503906,0.4765329957008362,19.067445755004883,87.76648712158203,61.08310317993164,24.45452880859375,57.161563873291016
2015-01-09,24.808473587036133,41.68575668334961,115.04785919189453,13.473626136779785,65.974609375,67.4842300415039,24.84825325012207,150.6951904296875,81.02980041503906,77.26480865478516,44.16658401489258,70.632568359375,40.2249870300293,41.799537658691406,0.4784524440765381,19.155447006225586,86.94499969482422,60.1776237487793,24.15178680419922,57.08100509643555
2015-01-12,24.197174072265625,41.67307662963867,114.46186828613281,13.235576629638672,65.4025650024414,66.03117370605469,24.666627883911133,148.8612060546875,80.66669464111328,76.99974822998047,43.787010192871094,70.48101806640625,39.72206497192383,41.742942810058594,0.4724537432193756,19.225847244262695,85.96422576904297,60.0598258972168,24.332895278930664,55.98398971557617
2015-01-13,24.412015914916992,40.4727668762207,114.7242660522461,13.053070068359375,65.01117706298828,64.98343658447266,24.90184783935547,148.74853515625,80.13365173339844,77.13227081298828,43.794437408447266,70.34463500976562,39.51750564575195,41.372806549072266,0.47173407673835754,19.032243728637695,86.4001235961914,60.235374450683594,24.14097785949707,55.77947235107422
2015-01-14,24.318994522094727,40.670692443847656,114.03330993652344,12.727737426757812,64.78534698486328,64.79633331298828,25.106800079345703,144.96810913085938,79.29161071777344,76.57271575927734,42.28350830078125,69.3670654296875,39.17653274536133,40.80671310424805,0.4736536145210266,19.055706024169922,86.61805725097656,59.0296516418457,23.411151885986328,55.618324279785156
2015-01-15,23.658964157104492,40.153526306152344,113.82339477539062,12.061197280883789,63.988529205322266,64.02928161621094,25.011520385742188,143.56863403320312,78.03240203857422,75.4609146118164,40.92890167236328,69.24584197998047,38.76736831665039,40.414791107177734,0.470294326543808,19.008766174316406,87.56531524658203,58.468379974365234,23.619287490844727,55.134910583496094
2015-01-16,23.47513771057129,41.20700454711914,114.3831787109375,12.204025268554688,63.63943862915039,65.55718994140625,25.331602096557617,142.55506896972656,80.4349365234375,76.60215759277344,41.6285514831543,69.3292007446289,39.41520690917969,40.49317932128906,0.47893235087394714,19.24344825744629,88.66344451904297,58.88876724243164,23.454402923583984,56.473609924316406
2015-01-20,24.079784393310547,40.511077880859375,114.76799774169922,12.108807563781738,63.72292709350586,66.39909362792969,25.305797576904297,141.2681884765625,79.76287078857422,74.5774154663086,41.46479415893555,68.80635070800781,39.54307556152344,40.763160705566406,0.4803720712661743,19.419458389282227,88.53768920898438,59.32532501220703,23.432781219482422,56.45502471923828
2015-01-21,24.263614654541016,40.03221893310547,115.80880737304688,12.22783374786377,64.78536224365234,67.45304107666016,25.82438087463379,142.49075317382812,79.97914123535156,75.02653503417969,41.59877395629883,68.457763671875,39.142417907714844,40.7196159362793,0.4870905578136444,19.149581909179688,91.63928985595703,59.426944732666016,23.419261932373047,56.93844985961914
2015-01-22,24.894853591918945,40.210994720458984,118.63382720947266,12.767410278320312,65.88573455810547,67.9270248413086,26.66353988647461,146.4240264892578,81.94134521484375,76.39598846435547,42.86407470703125,68.87451934814453,40.1738395690918,41.738582611083984,0.49548855423927307,19.24932098388672,95.43660736083984,59.5008659362793,23.86796760559082,57.5582160949707
2015-01-23,25.023313522338867,39.859832763671875,117.74169921875,12.48175048828125,64.96748352050781,66.6360855102539,26.894296646118164,145.17726135253906,81.40060424804688,75.24739837646484,42.18677520751953,67.86666870117188,40.21646499633789,41.873573303222656,0.4969281852245331,19.038105010986328,93.88581848144531,59.660240173339844,23.92473602294922,56.331058502197266
2015-01-26,25.049888610839844,40.1152229309082,117.2606430053711,12.576970100402832,65.28621673583984,67.9020767211914,26.634756088256836,145.1209259033203,82.16539001464844,75.29158782958984,42.253753662109375,68.70781707763672,40.07155990600586,41.95631408691406,0.4947688579559326,19.24344825744629,93.55891418457031,59.25371170043945,23.957170486450195,56.870269775390625
2015-01-27,24.172801971435547,40.2876091003418,115.87000274658203,12.402398109436035,60.59634780883789,67.51541900634766,25.864078521728516,141.95986938476562,81.23836517333984,75.16641998291016,41.829498291015625,67.87425994873047,36.36360549926758,41.150718688964844,0.47101420164108276,19.126110076904297,92.21769714355469,57.974082946777344,23.659828186035156,56.368247985839844
2015-01-28,25.539365768432617,39.489505767822266,122.13229370117188,12.061197280883789,60.7177734375,64.67784881591797,25.429363250732422,139.19293212890625,80.9139404296875,74.71728515625,40.750274658203125,67.2756118774414,35.110557556152344,40.63252258300781,0.46333587169647217,18.744760513305664,90.9183578491211,56.90463638305664,23.467920303344727,54.50892639160156
2015-01-29,26.334491729736328,40.30038070678711,129.25172424316406,12.243701934814453,60.71017074584961,64.23507690429688,25.469066619873047,141.55770874023438,83.13875579833984,75.37992095947266,41.43502426147461,70.67804718017578,35.80953598022461,41.31183624267578,0.4746132791042328,18.674358367919922,91.69793701171875,57.2834358215332,23.71118927001953,54.27962875366211
2015-01-30,25.949111938476562,38.53181076049805,127.14386749267578,12.021523475646973,60.68742370605469,63.941951751708984,26.675945281982422,138.67807006835938,80.66669464111328,73.73068237304688,40.47488021850586,70.04911804199219,34.43716049194336,40.170936584472656,0.46069639921188354,18.33407211303711,89.0657958984375,58.87953186035156,22.970556259155273,54.180458068847656
2015-02-02,26.274696350097656,38.7552604675293,127.92228698730469,12.267507553100586,61.34763717651367,66.14341735839844,26.410451889038086,141.15550231933594,80.67440795898438,74.23869323730469,41.28616714477539,70.1021499633789,35.18727111816406,40.02723693847656,0.4707741439342499,18.568756103515625,89.9375991821289,58.97883987426758,23.167879104614258,55.51917266845703
2015-02-03,26.279125213623047,39.36181640625,128.8668975830078,12.608711242675781,63.68498611450195,68.30744171142578,26.465038299560547,144.97618103027344,82.84521484375,75.43885040283203,42.21653366088867,71.17060852050781,35.46003723144531,40.64994812011719,0.48253148794174194,18.785829544067383,90.37348937988281,60.0067138671875,23.297626495361328,57.17396545410156
2015-02-04,26.480676651000977,36.3354606628418,128.76199340820312,12.529359817504883,62.18998718261719,67.57154846191406,26.107738494873047,143.80184936523438,83.74905395507812,74.62892150878906,41.963478088378906,71.26911163330078,35.66462326049805,40.297218322753906,0.48373135924339294,18.981151580810547,90.4656982421875,61.18473434448242,23.421968460083008,56.6843376159668
2015-02-05,26.669681549072266,37.0250244140625,129.96893310546875,12.67219066619873,63.419376373291016,68.17023468017578,26.29283905029297,145.4025115966797,84.19710540771484,75.43885040283203,42.253753662109375,71.48887634277344,36.18458938598633,40.64557647705078,0.49164947867393494,19.52566146850586,91.22016906738281,62.780799865722656,23.592256546020508,57.24211883544922
2015-02-06,26.445096969604492,36.32907485961914,129.4441680908203,13.084809303283691,63.14619445800781,68.35734558105469,26.493820190429688,147.5420379638672,84.23575592041016,74.43749237060547,43.08737564086914,71.22362518310547,36.150489807128906,39.97062301635742,0.48948997259140015,19.6321964263916,90.19747924804688,61.76912307739258,23.60577392578125,57.135955810546875
2015-02-09,26.620765686035156,35.42244338989258,129.0767822265625,12.97372055053711,64.25413513183594,68.86873626708984,26.265546798706055,146.5687713623047,83.69498443603516,73.46562957763672,43.03526306152344,70.26126098632812,36.10787582397461,39.700645446777344,0.4890100061893463,19.57301139831543,89.2669906616211,61.31635284423828,23.22193717956543,57.173465728759766
2015-02-10,27.132190704345703,36.322696685791016,129.47914123535156,13.029266357421875,63.669795989990234,68.71280670166016,26.805461883544922,148.45095825195312,85.49494171142578,73.88529205322266,43.51161575317383,71.24637603759766,36.31245422363281,40.388668060302734,0.5026869773864746,20.212230682373047,91.34588623046875,61.106197357177734,23.594961166381836,56.83000183105469
2015-02-11,27.768131256103516,36.19499969482422,130.17431640625,12.981654167175293,63.297943115234375,68.5881118774414,26.698274612426758,150.93641662597656,85.21684265136719,73.90737915039062,43.444618225097656,71.39036560058594,36.124916076660156,39.76160430908203,0.49932777881622314,20.27140998840332,92.08354949951172,61.550453186035156,23.338171005249023,56.5739860534668
2015-02-12,28.119464874267578,36.42483901977539,130.323974609375,13.227638244628906,63.389015197753906,69.81612396240234,27.095773696899414,152.649658203125,86.64603424072266,72.47899627685547,44.33778762817383,72.0572280883789,36.7301139831543,40.06206512451172,0.5350797176361084,20.638368606567383,92.07515716552734,62.6889762878418,23.216533660888672,57.67924118041992
2015-02-13,28.257326126098633,37.063323974609375,131.76722717285156,13.180028915405273,64.60320281982422,71.0252914428711,27.351341247558594,152.02230834960938,86.43741607666016,73.34783172607422,44.41221237182617,72.48155975341797,37.39500427246094,40.0794792175293,0.5353196263313293,20.502243041992188,91.7398681640625,62.39277648925781,23.194910049438477,58.30367660522461
2015-02-17,28.42409324645996,37.4910888671875,131.93441772460938,13.195898056030273,64.79292297363281,70.78598022460938,27.046146392822266,152.8427276611328,86.52242279052734,73.9515609741211,44.732269287109375,71.4964370727539,37.41218185424805,40.00111389160156,0.5369991064071655,20.466732025146484,92.00811767578125,62.6796989440918,23.235456466674805,58.1038703918457
2015-02-18,28.621992111206055,37.82309341430664,133.0344696044922,12.93404769897461,64.35279846191406,69.5516128540039,26.929031372070312,151.75686645507812,86.51468658447266,73.59815216064453,44.18891525268555,71.67073822021484,37.3692512512207,40.76750564575195,0.530760645866394,20.407541275024414,92.01649475097656,62.27474594116211,23.32465362548828,56.83000183105469
2015-02-19,28.56195068359375,37.66987228393555,135.3049774169922,12.862630844116211,63.214473724365234,68.23539733886719,27.11760711669922,152.11083984375,85.70354461669922,74.1429672241211,44.08473205566406,71.37520599365234,37.343502044677734,40.80234909057617,0.5322001576423645,20.366111755371094,92.23443603515625,62.270137786865234,22.575912475585938,55.849632263183594
2015-02-20,28.795429229736328,39.13835144042969,139.3179168701172,12.997523307800293,64.07959747314453,68.39285278320312,26.8868465423584,154.0411834716797,86.70781707763672,74.33576202392578,44.50897216796875,71.37520599365234,37.652549743652344,41.33795166015625,0.5360395312309265,20.454891204833984,94.40555572509766,63.17259979248047,22.7867488861084,56.14934539794922
2015-02-23,29.573688507080078,38.672271728515625,136.17616271972656,12.854693412780762,63.358646392822266,67.92682647705078,26.549400329589844,153.07594299316406,86.73873138427734,74.27645111083984,44.174041748046875,71.46613311767578,37.90150833129883,41.372806549072266,0.5317203402519226,20.354278564453125,97.57418823242188,63.1749267578125,22.867843627929688,55.581111907958984
2015-02-24,29.38912582397461,38.86380386352539,135.859375,12.997523307800293,64.12512969970703,67.98979187011719,26.730531692504883,154.61228942871094,90.1919174194336,74.6619873046875,45.268150329589844,71.97384643554688,37.85000228881836,41.551334381103516,0.5373809337615967,20.32468032836914,96.76107788085938,63.04995346069336,22.85972785949707,55.83713150024414
2015-02-25,28.637557983398438,38.704193115234375,134.65371704101562,13.084809303283691,64.6183853149414,68.3802490234375,27.16127586364746,154.21009826660156,89.85196685791016,75.04015350341797,45.50634002685547,74.76246643066406,37.76414108276367,42.16098403930664,0.5332860350608826,20.514080047607422,95.60427856445312,63.1749267578125,22.58942413330078,55.94954299926758
2015-02-26,29.0,38.640357971191406,133.52723693847656,12.727737426757812,63.59391784667969,67.42301177978516,27.75479507446289,155.08152770996094,89.13353729248047,76.21900177001953,45.83382797241211,76.06187438964844,37.82423782348633,42.35750198364258,0.5347315669059753,20.472654342651367,95.27735137939453,63.34616470336914,22.65159034729004,55.356327056884766
2015-02-27,28.564178466796875,38.62757110595703,132.75282287597656,12.545230865478516,62.91095733642578,67.18370819091797,27.920541763305664,153.13694763183594,88.6468734741211,76.00396728515625,45.61053466796875,75.59563446044922,37.64395523071289,42.41427993774414,0.5313591361045837,20.312847137451172,95.25220489501953,62.78153991699219,22.686738967895508,55.28765106201172
2015-03-02,28.704265594482422,38.60204315185547,135.3489227294922,12.70393180847168,62.98680877685547,66.69249725341797,28.53539276123047,154.75071716308594,89.70520782470703,76.53038024902344,45.97523498535156,76.43643951416016,37.669715881347656,43.12611770629883,0.5443662405014038,20.579179763793945,95.89767456054688,64.3967056274414,22.694843292236328,54.97542953491211
2015-03-03,28.76430320739746,38.06572341918945,136.90663146972656,12.727737426757812,62.865394592285156,66.2264633178711,28.722482681274414,154.33120727539062,89.66658782958984,75.8779067993164,46.12409591674805,76.23770904541016,37.154632568359375,42.78548049926758,0.5342494249343872,20.454891204833984,94.60675048828125,63.70481491088867,22.53536033630371,54.71316909790039
2015-03-04,28.58195686340332,38.48072052001953,135.83294677734375,12.608336448669434,62.02302551269531,66.2264633178711,28.69965171813965,153.04017639160156,88.65457153320312,75.3663330078125,46.24319839477539,76.62752532958984,36.96577072143555,42.58896255493164,0.5402714014053345,20.502243041992188,95.41148376464844,63.34616470336914,22.321823120117188,54.438411712646484
2015-03-05,28.108348846435547,36.303531646728516,135.93858337402344,12.735694885253906,61.856082916259766,65.95567321777344,28.853492736816406,153.3709716796875,89.54296112060547,76.01140594482422,46.14641189575195,75.75614166259766,37.0086784362793,42.999473571777344,0.550628662109375,20.401626586914062,96.224609375,63.43407440185547,22.58942413330078,54.16366195678711
2015-03-06,28.150590896606445,35.52459716796875,134.75054931640625,12.910809516906738,60.755680084228516,65.21253967285156,28.430191040039062,150.81320190429688,88.41510772705078,74.22454071044922,45.32026290893555,74.24272918701172,36.364845275878906,42.322566986083984,0.5431616902351379,20.105693817138672,94.62349700927734,62.32566833496094,22.32453155517578,53.47052001953125
2015-03-09,28.270668029785156,35.460758209228516,136.18496704101562,12.871009826660156,61.32483673095703,65.46443939208984,28.4897403717041,151.63623046875,89.03311920166016,74.63232421875,45.774288177490234,74.68602752685547,36.78549575805664,42.5496711730957,0.5446069240570068,20.141206741333008,96.31680297851562,62.8070182800293,22.402912139892578,53.17704772949219
2015-03-10,27.685861587524414,35.65229797363281,134.13450622558594,12.568537712097168,60.64186477661133,64.80947875976562,27.782581329345703,147.4242706298828,87.40248107910156,73.79450225830078,44.6280632019043,73.60062408447266,36.081539154052734,42.14787673950195,0.554000973701477,19.99323844909668,94.27142333984375,61.36766052246094,22.18396759033203,52.61505889892578
2015-03-11,27.181106567382812,36.15030288696289,133.0344696044922,12.823250770568848,60.482505798339844,65.20621490478516,27.57614517211914,148.6103973388672,87.79846954345703,72.89738464355469,44.83647155761719,72.58405303955078,36.03861999511719,41.63691329956055,0.5511104464530945,19.904457092285156,94.8055191040039,61.263511657714844,21.941953659057617,52.4651985168457
2015-03-12,27.672523498535156,37.031394958496094,133.80003356933594,12.807331085205078,60.8543701171875,64.50088500976562,27.848087310791016,153.26608276367188,90.1512680053711,74.0169448852539,45.67751693725586,73.570068359375,35.214473724365234,42.37934494018555,0.5460522770881653,20.123449325561523,96.62222290039062,62.38119125366211,22.270984649658203,52.59006881713867
2015-03-13,27.481290817260742,37.031394958496094,133.38650512695312,12.807331085205078,60.1258430480957,63.9970588684082,27.442651748657227,152.77391052246094,89.15734100341797,73.55726623535156,45.40213394165039,73.6465072631836,35.523536682128906,41.842166900634766,0.5467748045921326,20.123449325561523,96.93341827392578,61.32835388183594,22.270984649658203,52.371517181396484
2015-03-16,27.783695220947266,37.746490478515625,135.2345733642578,12.839173316955566,60.68742370605469,64.94801330566406,27.87141227722168,154.83946228027344,90.46186065673828,74.9289321899414,46.0347900390625,74.25796508789062,35.67806625366211,42.11730194091797,0.5532782077789307,20.383865356445312,99.68372344970703,62.251617431640625,22.64896583557129,52.927276611328125
2015-03-17,28.248428344726562,38.13594436645508,135.97373962402344,12.807331085205078,59.53392028808594,64.97320556640625,27.67142105102539,153.76632690429688,89.7474594116211,74.06144714355469,45.85615921020508,73.5089111328125,35.798248291015625,42.16098403930664,0.5600226521492004,20.22406005859375,98.9099349975586,61.20567321777344,22.46677589416504,52.50265121459961
2015-03-18,28.5664005279541,38.23810958862305,137.04742431640625,12.719776153564453,61.7194938659668,67.19628143310547,28.095718383789062,155.1783905029297,90.13575744628906,75.2254867553711,45.960357666015625,74.14334106445312,36.48502731323242,42.58458709716797,0.5508695244789124,20.348358154296875,100.89486694335938,61.93922805786133,22.442291259765625,53.74529266357422
